Crop,Season,State,Soil_Type,Area_ha,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Fertilizer,Pesticide,Irrigation,Yield_ton_per_ha
Potato,Whole Year,Madhya Pradesh,Alluvial,327.0,141.8,75.4,82.0,5.55,20.5,79.5,854.9,274.8,19.63,1,8.339
Potato,Whole Year,Madhya Pradesh,Alluvial,437.5,161.6,72.2,183.7,5.52,20.1,50.9,1452.8,70.5,2.32,1,18.936
Groundnut,Rabi,Andhra Pradesh,Laterite,494.09,16.7,58.1,56.7,5.22,23.1,67.8,676.7,135.8,22.2,1,0.99
Maize,Kharif,Madhya Pradesh,Alluvial,474.5,142.2,35.0,39.2,6.19,23.6,42.1,1521.9,183.6,4.81,0,1.902
Banana,Whole Year,Bihar,Clay,401.0,203.9,40.5,218.5,7.74,27.9,78.8,569.1,263.7,11.65,1,14.289
Jute,Kharif,Odisha,Alluvial,175.0,71.9,27.4,23.5,6.59,29.6,77.4,1896.3,336.2,10.29,0,1.162
Maize,Rabi,Andhra Pradesh,Alluvial,496.58,158.6,38.9,26.3,6.76,30.4,83.2,1008.0,52.5,4.21,1,4.7
Maize,Zaid,Karnataka,Sandy,319.0,112.0,45.9,32.1,5.59,25.9,52.4,1526.7,80.1,23.47,1,3.204
Maize,Kharif,Maharashtra,Loamy,499.65,90.4,44.8,38.4,5.82,25.8,78.0,1153.8,170.9,11.77,1,2.26
Potato,Rabi,Jharkhand,Sandy Loam,274.73,182.2,122.8,137.5,5.14,24.9,65.0,1433.5,152.3,16.06,1,6.79
Maize,Kharif,Karnataka,Loamy,498.17,111.2,69.2,51.8,6.21,25.1,46.0,1332.6,89.5,11.41,1,2.27
Soybean,Whole Year,Madhya Pradesh,Loamy,450.4,36.5,50.2,32.7,7.06,27.9,54.6,1473.7,44.9,4.09,0,0.767
Mustard,Rabi,Haryana,Sandy Loam,498.56,57.7,38.1,12.5,7.47,25.6,43.8,468.0,170.2,1.07,1,1.835
Wheat,Whole Year,Madhya Pradesh,Alluvial,496.99,122.8,57.3,33.5,6.8,19.7,65.9,1218.9,192.3,3.89,1,2.206
Wheat,Rabi,Uttar Pradesh,Loamy,499.45,85.5,38.6,20.6,6.55,25.1,63.7,662.2,298.4,22.37,0,3.085
Groundnut,Zaid,Odisha,Clay,356.0,34.0,63.9,35.1,5.8,25.3,56.1,1626.6,324.4,20.08,1,1.371
Maize,Rabi,Uttar Pradesh,Sandy Loam,16.0,158.1,58.0,28.3,6.94,30.1,50.7,545.2,155.0,15.49,1,3.062
Rice,Kharif,Odisha,Loamy,480.0,120.7,52.8,50.4,6.31,28.4,67.1,1971.0,237.2,12.21,1,1.5
Cotton,Kharif,Haryana,Loamy,496.92,42.8,24.3,24.4,7.37,28.1,77.0,482.6,143.8,11.98,1,0.422
Maize,Kharif,Uttar Pradesh,Alluvial,478.61,145.5,36.1,54.8,6.47,30.8,67.6,1057.3,98.0,20.07,1,2.595
Cotton,Kharif,Rajasthan,Red,60.0,79.1,28.9,43.5,5.74,22.3,43.5,374.7,284.5,6.31,0,0.55
Sugarcane,Whole Year,Rajasthan,Loamy,1.0,190.0,83.6,132.2,6.67,27.2,92.4,256.5,175.2,11.68,0,70.0
Barley,Rabi,Bihar,Sandy,442.0,94.6,43.2,26.4,6.97,31.7,63.7,622.0,76.1,22.76,0,1.323
Rice,Zaid,Karnataka,Loamy,390.25,103.9,35.3,21.5,5.93,30.3,78.4,1243.9,201.1,5.49,1,2.278
Wheat,Zaid,Odisha,Clay,18.0,163.0,50.6,36.6,6.0,25.2,37.5,1618.7,201.4,19.04,0,1.0
Groundnut,Rabi,Odisha,Sandy Loam,195.0,16.9,66.4,32.0,6.66,25.9,73.8,965.8,266.5,23.84,1,1.693
Jute,Kharif,West Bengal,Alluvial,496.79,68.0,35.9,24.5,6.6,26.7,67.7,1643.5,258.5,3.87,1,2.899
Groundnut,Kharif,Punjab,Red,200.0,31.4,29.0,43.5,6.83,27.1,62.8,553.6,294.9,7.48,1,0.5
Soybean,Kharif,Chhattisgarh,Red,2.0,21.7,53.4,44.1,6.93,27.6,79.8,1218.9,207.0,7.11,1,1.0
Maize,Rabi,Karnataka,Alluvial,498.75,106.7,47.5,41.2,5.93,26.5,84.7,996.2,293.3,3.92,1,3.084
Potato,Rabi,West Bengal,Sandy Loam,431.5,220.9,107.4,86.0,6.27,24.5,64.7,917.7,306.4,4.4,0,25.32
Rice,Kharif,Uttar Pradesh,Alluvial,497.81,92.5,28.8,29.8,5.04,27.6,79.3,577.1,333.0,5.02,1,2.638
Maize,Zaid,Uttar Pradesh,Sandy Loam,333.0,121.8,31.6,44.1,5.5,27.9,72.3,782.5,289.0,16.1,1,1.327
Maize,Rabi,Andhra Pradesh,Loamy,488.91,173.4,46.7,46.2,5.5,30.8,55.1,734.0,50.8,20.53,1,6.275
Rice,Kharif,Odisha,Loamy,484.85,113.9,55.1,48.9,5.41,25.9,96.5,783.9,43.5,6.99,1,1.75
Rice,Rabi,Odisha,Clay,496.06,67.7,44.9,21.9,5.11,33.5,60.5,1231.8,246.1,4.27,1,2.27
Sugarcane,Whole Year,Haryana,Red,480.0,172.8,65.8,81.3,5.6,23.1,59.3,760.4,347.9,3.34,1,75.5
Mustard,Rabi,Chhattisgarh,Loamy,407.25,61.3,28.6,8.6,6.83,22.0,40.7,1870.1,247.8,14.54,0,0.401
Potato,Whole Year,Rajasthan,Sandy Loam,35.0,203.1,100.7,132.7,5.85,33.8,53.9,222.3,108.9,8.29,1,9.343
Rice,Kharif,Uttar Pradesh,Alluvial,498.12,87.6,18.7,38.9,6.28,26.9,64.6,1163.6,126.7,22.87,1,1.892
Mustard,Rabi,Uttar Pradesh,Alluvial,495.86,65.3,31.6,22.0,6.62,26.7,48.8,1281.6,177.8,7.1,0,1.015
Sugarcane,Whole Year,Maharashtra,Black,497.57,254.5,67.6,92.2,6.29,21.9,83.1,1126.2,319.2,19.52,1,82.549
Rice,Rabi,West Bengal,Alluvial,499.39,92.8,35.6,40.5,7.04,28.8,69.5,1956.6,295.8,21.36,1,2.217
Maize,Rabi,Andhra Pradesh,Alluvial,466.67,182.3,44.8,32.5,6.46,23.6,83.0,1272.1,254.6,11.29,1,7.143
Chickpea,Rabi,Maharashtra,Clay,492.86,26.1,54.2,15.5,7.61,24.3,50.1,1454.1,253.6,4.45,1,0.586
Barley,Rabi,Bihar,Sandy Loam,178.0,59.2,54.7,32.7,6.09,28.2,32.0,669.8,281.1,19.3,0,0.871
Maize,Rabi,Uttar Pradesh,Loamy,453.0,135.1,43.6,27.2,5.38,29.9,64.4,1245.8,106.7,9.24,1,3.552
Sugarcane,Rabi,Odisha,Loamy,491.75,225.4,91.5,81.9,7.75,26.5,77.5,1993.4,191.4,21.65,1,78.99
Wheat,Rabi,Rajasthan,Clay,499.76,138.1,68.6,53.3,7.49,26.2,31.1,537.0,138.7,22.27,1,3.023
Banana,Whole Year,Tamil Nadu,Loamy,308.0,312.0,52.5,202.7,7.35,27.4,85.6,716.7,134.1,21.82,1,49.104
Maize,Kharif,Andhra Pradesh,Alluvial,440.75,81.7,48.4,55.9,5.84,23.9,65.8,473.2,33.9,12.87,1,3.578
Banana,Whole Year,Assam,Clay,343.67,203.1,45.4,216.3,7.43,25.1,80.6,1605.3,98.2,24.36,0,14.2
Groundnut,Rabi,West Bengal,Sandy Loam,66.0,16.8,51.5,50.3,6.61,23.6,60.2,1759.3,292.0,14.27,1,1.333
Soybean,Kharif,Madhya Pradesh,Loamy,498.42,22.5,53.0,22.2,7.23,30.0,58.7,570.3,165.5,6.49,1,0.502
Soybean,Kharif,Chhattisgarh,Black,490.38,19.5,71.1,21.0,5.91,24.6,79.3,1819.1,161.4,20.96,1,0.887
Maize,Kharif,Chhattisgarh,Alluvial,488.86,82.7,54.4,44.2,7.35,22.3,82.8,1750.6,41.4,12.98,1,1.395
Maize,Rabi,Andhra Pradesh,Alluvial,466.67,65.1,50.7,36.2,5.94,24.5,79.5,902.2,82.9,8.0,1,4.286
Potato,Whole Year,Madhya Pradesh,Alluvial,280.0,174.9,67.2,86.5,5.8,25.5,75.9,1541.3,192.6,7.76,0,12.961
Groundnut,Kharif,Uttar Pradesh,Red,479.25,27.2,54.3,36.3,6.21,31.7,44.7,1137.6,88.4,3.29,0,1.521
Mustard,Rabi,Maharashtra,Alluvial,100.0,60.2,24.3,23.1,7.71,28.2,54.1,1639.2,339.2,9.66,0,1.0
Chickpea,Rabi,Assam,Loamy,92.0,31.8,48.6,24.4,6.83,24.5,62.4,1144.6,82.4,0.87,0,0.424
Chickpea,Rabi,Maharashtra,Alluvial,493.55,15.1,52.4,32.0,7.9,29.3,53.9,1497.7,257.7,12.47,1,1.059
Banana,Whole Year,Assam,Sandy,426.67,259.1,31.8,379.1,6.34,23.9,99.0,1251.8,162.9,3.7,1,14.976
Soybean,Kharif,Maharashtra,Red,499.23,32.6,57.3,35.8,6.67,31.3,44.5,1638.8,252.2,14.31,0,1.19
Jute,Kharif,West Bengal,Alluvial,495.12,53.1,20.6,35.0,6.69,28.2,69.0,2085.5,76.1,15.79,0,2.202
Rice,Zaid,Assam,Loamy,498.03,99.4,55.6,22.4,6.38,23.0,76.7,1510.4,41.8,17.34,1,2.524
Rice,Rabi,Bihar,Black,499.34,72.1,58.5,26.0,6.29,26.2,67.6,1328.9,67.9,20.33,1,1.655
Groundnut,Kharif,Madhya Pradesh,Red,488.71,16.0,57.9,40.8,6.34,22.5,76.2,1188.7,172.1,22.42,0,1.39
Wheat,Rabi,Uttar Pradesh,Loamy,499.79,121.3,39.0,26.0,6.02,23.5,62.0,1339.6,230.9,11.89,1,3.212
Banana,Whole Year,Tamil Nadu,Alluvial,436.71,252.3,74.8,331.2,5.73,32.8,85.7,1194.2,40.7,4.07,0,36.768
Groundnut,Kharif,Gujarat,Loamy,442.86,24.4,37.8,34.5,7.05,31.6,71.1,1065.4,118.9,16.17,1,1.677
Chickpea,Rabi,Maharashtra,Red,495.6,11.7,36.5,21.1,6.54,23.3,50.8,1701.8,159.9,14.8,0,0.636
Groundnut,Kharif,Andhra Pradesh,Black,472.33,26.1,58.8,22.1,5.16,27.6,50.4,787.9,241.5,23.84,1,1.119
Mustard,Rabi,Madhya Pradesh,Sandy Loam,360.0,51.2,48.5,21.5,7.15,27.5,44.9,1160.0,194.7,4.9,1,0.834
Mustard,Rabi,Gujarat,Sandy Loam,400.0,99.9,31.9,17.5,7.02,25.5,46.5,584.4,321.6,11.85,1,1.75
Wheat,Rabi,Punjab,Loamy,499.03,100.2,22.1,25.8,6.4,19.6,54.9,885.3,194.4,14.11,1,4.778
Rice,Zaid,Odisha,Loamy,333.33,77.4,51.5,24.8,5.19,30.9,60.7,1539.0,76.4,1.47,1,3.0
Chickpea,Rabi,Maharashtra,Sandy,455.56,41.4,55.6,25.3,7.96,21.1,29.7,815.1,303.5,19.76,0,0.659
Rice,Rabi,Andhra Pradesh,Alluvial,498.36,69.8,45.0,20.4,7.43,27.4,78.7,595.6,272.5,22.25,1,3.586
Rice,Rabi,West Bengal,Alluvial,499.21,63.8,42.6,64.9,7.02,28.8,76.5,1334.9,96.2,1.28,1,2.447
Sugarcane,Whole Year,Madhya Pradesh,Alluvial,337.0,206.9,76.1,74.7,6.1,27.5,73.1,1516.3,258.9,7.8,1,23.917
Wheat,Rabi,Haryana,Clay,499.89,77.2,56.0,30.4,6.22,24.6,31.1,699.8,211.9,3.86,1,4.506
Rice,Rabi,Assam,Alluvial,498.23,76.2,57.7,68.9,6.98,20.0,81.8,1190.3,268.3,11.43,0,1.517
Soybean,Kharif,Karnataka,Red,75.0,24.5,74.2,24.4,7.46,21.5,61.3,1318.3,106.0,21.93,1,0.56
Mustard,Rabi,Jharkhand,Loamy,197.09,68.2,32.0,13.9,7.46,26.0,60.0,646.3,340.4,20.18,1,1.147
Rice,Zaid,West Bengal,Clay,499.24,130.5,38.2,28.0,6.74,27.2,97.3,1398.8,67.5,24.72,1,3.109
Maize,Rabi,Tamil Nadu,Sandy Loam,4.0,161.9,45.2,28.3,6.93,28.8,46.9,949.4,60.8,17.75,0,6.75
Banana,Zaid,Uttar Pradesh,Loamy,1.0,196.2,40.6,449.2,7.81,31.5,64.4,935.7,38.6,9.17,1,44.0
Potato,Rabi,Uttar Pradesh,Alluvial,431.5,212.8,42.6,103.3,6.26,29.7,56.7,569.5,196.8,19.08,1,11.186
Groundnut,Rabi,Andhra Pradesh,Red,491.42,17.2,53.8,48.9,5.23,30.9,53.5,661.4,52.3,9.64,0,1.263
Groundnut,Kharif,Rajasthan,Red,437.75,19.1,44.6,33.3,5.16,22.7,58.7,219.7,139.8,19.94,1,1.158
Banana,Whole Year,Assam,Red,330.0,162.5,56.8,242.9,6.0,13.6,67.7,2198.7,200.6,17.4,1,12.574
Wheat,Rabi,Haryana,Loamy,494.79,166.2,35.4,16.8,6.03,25.0,61.7,625.7,276.9,10.74,1,3.507
Mustard,Rabi,Uttar Pradesh,Black,474.8,48.6,24.6,12.2,6.56,26.7,45.0,997.4,141.8,18.51,0,1.031
Maize,Kharif,Madhya Pradesh,Loamy,494.97,70.1,57.7,38.4,6.49,29.1,55.3,1448.0,45.4,18.82,1,1.826
Maize,Rabi,Karnataka,Black,84.0,107.8,63.3,32.9,6.12,29.0,82.2,1448.4,57.7,11.72,1,3.571
Rice,Kharif,Rajasthan,Loamy,103.0,127.4,33.7,39.6,6.02,24.9,89.5,483.4,203.7,9.19,1,1.515
Chickpea,Rabi,Madhya Pradesh,Black,499.6,34.4,48.8,25.9,7.08,29.3,48.8,885.2,156.8,1.89,1,1.114
Groundnut,Kharif,Maharashtra,Red,200.0,23.9,32.6,51.4,5.08,21.3,79.5,1580.1,182.9,17.05,1,0.85
Mustard,Rabi,Madhya Pradesh,Loamy,186.0,53.2,37.9,11.3,6.55,24.0,44.9,1333.8,311.1,23.82,1,1.022
Maize,Rabi,Odisha,Loamy,9.0,133.0,26.0,50.7,6.74,23.0,58.3,1841.2,61.8,24.56,1,1.4
Rice,Kharif,Andhra Pradesh,Alluvial,499.76,69.9,34.9,43.6,5.69,29.6,75.4,957.2,331.1,12.36,0,2.544
Maize,Zaid,Maharashtra,Alluvial,100.0,132.7,48.8,17.8,5.44,30.6,89.1,1664.3,123.5,17.12,0,1.0
Rice,Rabi,Jharkhand,Loamy,497.8,74.1,42.0,26.5,6.8,23.4,97.0,970.7,239.5,1.28,1,0.941
Mustard,Rabi,Punjab,Loamy,400.0,46.5,35.0,26.1,7.03,26.9,36.8,662.1,319.6,24.42,1,1.0
Mustard,Rabi,Assam,Alluvial,490.23,71.7,46.5,9.2,6.64,31.6,65.3,2784.1,147.2,16.94,1,0.454
Mustard,Rabi,Andhra Pradesh,Alluvial,333.0,43.3,40.8,11.3,6.94,27.0,43.5,692.7,212.7,11.83,0,2.36
Maize,Zaid,Uttar Pradesh,Sandy Loam,458.75,100.7,42.3,57.5,7.23,28.6,56.2,597.5,53.9,11.47,1,1.437
Banana,Whole Year,Bihar,Alluvial,201.0,319.1,52.0,229.9,7.4,25.2,66.0,1234.3,288.1,24.19,1,8.119
Banana,Whole Year,Andhra Pradesh,Black,382.0,334.7,77.4,242.2,6.64,23.7,95.8,542.6,321.2,7.29,1,23.021
Chickpea,Rabi,Uttar Pradesh,Red,450.56,50.2,40.0,26.8,7.47,28.4,36.0,826.2,238.6,17.79,1,1.148
Maize,Kharif,Rajasthan,Alluvial,113.0,113.5,56.8,37.9,7.15,27.2,67.5,429.2,315.4,23.31,1,1.858
Maize,Zaid,Maharashtra,Alluvial,400.0,136.5,38.0,29.1,5.97,28.9,64.7,1756.8,163.3,12.79,0,1.583
Soybean,Kharif,Rajasthan,Red,498.15,31.4,44.1,37.9,6.43,24.7,62.9,391.5,316.0,24.81,0,1.351
Rice,Rabi,Bihar,Clay,498.51,67.4,16.6,38.8,6.35,24.5,92.0,1454.5,342.6,14.16,0,2.057
Soybean,Kharif,Maharashtra,Red,499.62,30.5,73.7,29.3,6.84,34.7,50.6,1068.0,124.7,4.7,1,0.587
Jute,Kharif,Odisha,Alluvial,476.75,71.9,21.5,34.2,6.45,27.1,85.9,1759.6,132.6,15.48,1,2.098
Mustard,Rabi,Jharkhand,Sandy Loam,458.81,91.5,27.2,32.6,7.3,21.1,66.8,1542.2,248.1,2.99,1,0.429
Wheat,Zaid,Odisha,Clay,35.0,117.6,36.1,43.4,7.77,27.4,56.7,735.5,336.8,2.91,0,1.311
Potato,Rabi,Jharkhand,Loamy,283.9,175.6,92.2,81.5,6.11,26.5,74.3,1552.1,316.1,14.8,1,6.298
Mustard,Rabi,Uttar Pradesh,Alluvial,479.86,76.1,20.1,25.8,6.34,26.1,41.1,843.6,126.7,11.08,1,1.116
Maize,Zaid,Odisha,Loamy,15.0,70.9,47.6,55.6,5.36,23.3,60.5,1585.8,248.4,9.85,1,2.253
Maize,Zaid,Maharashtra,Clay,300.0,69.0,57.3,37.7,6.94,28.1,51.4,1709.0,193.1,1.55,0,1.5
Sugarcane,Kharif,Uttar Pradesh,Laterite,454.44,226.4,113.9,92.7,6.52,23.9,69.1,1348.7,168.7,14.51,1,51.583
Maize,Kharif,Rajasthan,Loamy,499.04,112.8,50.8,28.6,5.57,28.9,68.2,492.2,137.9,6.94,1,2.447
Maize,Zaid,Karnataka,Laterite,445.11,98.3,44.4,37.4,5.5,21.5,84.4,854.3,231.9,10.81,1,3.425
Potato,Rabi,Jharkhand,Sandy Loam,107.76,95.9,65.1,89.2,5.31,25.7,88.4,815.3,46.2,8.71,1,4.826
Wheat,Rabi,Bihar,Laterite,499.56,130.1,46.0,23.1,5.6,20.1,72.5,1643.4,268.4,11.26,0,3.389
Maize,Rabi,Andhra Pradesh,Alluvial,461.54,78.6,40.2,32.1,6.61,28.7,63.6,984.9,283.7,9.32,1,8.0
Sugarcane,Whole Year,Bihar,Clay,162.0,231.4,50.4,59.9,6.88,21.6,88.7,967.8,170.6,13.63,1,52.821
Barley,Rabi,Rajasthan,Loamy,385.0,93.7,32.3,19.5,8.37,30.1,44.7,568.7,76.6,0.78,0,2.774
Maize,Whole Year,Madhya Pradesh,Loamy,466.3,101.8,32.1,33.1,7.16,29.3,79.6,1580.6,64.5,14.01,1,1.267
Soybean,Whole Year,Madhya Pradesh,Loamy,499.32,36.2,67.5,33.4,5.86,29.2,69.7,1136.8,147.7,17.93,1,0.896
Maize,Kharif,Karnataka,Alluvial,489.75,113.5,59.9,33.9,6.79,20.7,57.7,1545.9,44.1,7.28,1,3.47
Rice,Kharif,West Bengal,Clay,498.18,108.6,59.1,36.6,6.72,27.2,73.4,1233.2,56.8,17.42,1,2.306
Chickpea,Rabi,Karnataka,Clay,45.0,34.7,49.6,20.1,7.24,26.5,55.3,1032.9,275.6,17.18,1,0.711
Maize,Kharif,Rajasthan,Alluvial,499.67,109.6,57.6,22.3,6.77,27.4,68.5,253.5,129.7,22.76,1,1.368
Cotton,Kharif,Madhya Pradesh,Black,499.53,68.8,29.3,18.8,6.01,24.1,39.3,1495.6,288.3,6.63,1,0.415
Banana,Whole Year,Madhya Pradesh,Alluvial,14.0,141.3,83.4,190.4,5.98,21.9,71.6,595.0,236.1,4.36,0,6.143
Rice,Kharif,Maharashtra,Loamy,489.19,47.4,66.2,29.0,5.69,28.1,79.7,1124.0,116.1,17.66,0,1.597
Sugarcane,Whole Year,Tamil Nadu,Loamy,475.15,161.8,68.7,75.5,5.54,26.7,78.2,1331.4,285.2,18.41,1,100.367
Maize,Kharif,Bihar,Sandy Loam,408.0,128.8,48.4,25.9,6.65,27.4,67.5,1363.4,343.7,12.59,1,3.375
Sugarcane,Kharif,Uttar Pradesh,Black,497.37,223.6,44.8,83.3,5.74,26.1,72.4,1082.8,210.2,2.18,1,63.048
Maize,Rabi,Andhra Pradesh,Sandy Loam,489.33,84.8,37.0,48.2,6.33,21.8,86.2,1348.6,242.1,17.36,1,5.227
Mustard,Rabi,West Bengal,Sandy Loam,496.22,43.7,36.4,36.2,7.44,24.2,64.8,1486.9,246.7,12.21,1,1.176
Chickpea,Rabi,Madhya Pradesh,Loamy,499.55,42.3,34.8,19.5,5.53,24.7,64.4,1359.8,155.8,5.16,0,0.556
Rice,Kharif,Jharkhand,Loamy,494.54,108.5,53.4,37.4,5.88,25.4,85.7,861.1,342.9,2.37,1,0.905
Rice,Rabi,Bihar,Loamy,488.15,91.8,43.0,32.8,6.35,28.6,80.4,1405.2,226.5,6.02,0,2.004
Sugarcane,Whole Year,Gujarat,Black,21.0,289.2,50.7,62.6,5.7,27.2,70.5,1191.6,303.1,16.45,1,70.0
Sugarcane,Whole Year,Rajasthan,Black,43.0,234.5,73.1,64.3,5.87,29.0,74.4,542.8,125.6,18.3,1,73.093
Cotton,Kharif,Rajasthan,Black,7.0,48.5,49.9,32.2,8.34,28.7,58.3,304.2,150.4,9.08,1,0.428
Sugarcane,Whole Year,Maharashtra,Loamy,460.0,220.8,45.1,127.5,6.51,24.9,78.2,1673.4,348.1,6.82,1,72.696
Groundnut,Rabi,West Bengal,Laterite,70.0,15.8,65.4,31.4,6.43,30.6,51.2,1239.9,191.6,8.75,0,1.814
Mustard,Rabi,Uttar Pradesh,Sandy Loam,275.0,54.4,38.6,10.8,7.55,28.6,58.8,967.7,191.7,2.18,1,1.262
Wheat,Rabi,Uttar Pradesh,Alluvial,498.76,162.1,60.5,49.1,6.06,27.4,64.7,944.6,233.0,18.44,1,3.149
Potato,Rabi,Uttar Pradesh,Red,442.33,115.4,66.5,141.8,5.78,19.9,76.6,1281.7,208.9,21.03,0,19.215
Rice,Kharif,Chhattisgarh,Laterite,497.25,119.4,32.4,39.1,5.91,25.2,80.6,789.0,241.2,20.98,1,0.934
Sugarcane,Whole Year,Bihar,Black,23.0,207.8,91.7,64.6,6.34,31.2,93.4,938.2,96.7,2.4,1,30.957
Wheat,Rabi,Uttar Pradesh,Loamy,497.62,83.5,53.5,48.9,6.87,26.0,59.5,1169.8,39.5,18.04,0,2.847
Sugarcane,Whole Year,Madhya Pradesh,Alluvial,448.33,171.6,68.1,135.5,7.21,29.8,74.5,1464.5,253.5,18.87,0,56.295
Barley,Rabi,Chhattisgarh,Alluvial,4.0,65.1,47.6,16.5,7.14,25.1,26.4,1699.4,187.3,7.1,1,1.0
Jute,Kharif,West Bengal,Red,443.5,57.8,29.8,29.2,6.98,23.3,78.7,1322.0,199.2,4.5,1,2.251
Maize,Kharif,West Bengal,Loamy,305.5,67.6,45.0,45.4,6.76,27.2,54.2,1743.7,112.0,4.32,1,1.779
Mustard,Rabi,Chhattisgarh,Sandy Loam,298.0,43.4,35.6,22.0,5.89,28.1,52.1,1477.3,327.2,22.87,1,0.314
Soybean,Kharif,Andhra Pradesh,Loamy,383.25,44.7,57.3,37.9,7.34,29.6,66.6,458.4,202.9,13.17,1,0.551
Chickpea,Rabi,Gujarat,Red,466.67,22.5,69.6,22.0,7.46,28.3,37.2,550.5,123.2,4.13,1,1.143
Potato,Rabi,Jharkhand,Sandy Loam,458.18,109.1,52.2,128.9,6.06,21.7,84.1,1665.5,300.2,1.62,0,12.939
Maize,Rabi,Uttar Pradesh,Alluvial,1.0,146.0,28.4,33.6,5.44,25.7,85.1,529.9,151.7,1.43,1,5.0
Groundnut,Kharif,Chhattisgarh,Sandy Loam,468.47,14.6,52.3,36.0,6.75,21.3,56.5,1561.0,106.9,23.88,0,1.098
Rice,Rabi,Kerala,Clay,498.44,46.2,55.0,38.9,6.22,28.0,89.3,3563.5,120.7,9.94,1,2.463
Maize,Kharif,Madhya Pradesh,Loamy,499.36,146.1,51.7,37.1,6.53,27.6,68.9,1289.5,210.4,15.9,1,2.957
Rice,Zaid,Bihar,Sandy,70.0,84.4,37.6,37.9,5.26,25.1,86.3,1547.7,84.0,24.22,1,1.4
Potato,Rabi,Uttar Pradesh,Alluvial,264.0,76.4,116.1,148.3,5.03,22.8,60.8,479.3,315.1,13.68,0,17.269
Potato,Whole Year,Madhya Pradesh,Alluvial,331.0,143.6,50.1,85.5,6.72,20.8,86.3,880.7,145.5,3.89,1,11.737
Mustard,Rabi,Jharkhand,Loamy,167.21,81.7,31.5,14.8,6.21,27.1,57.5,1700.7,288.1,11.33,0,0.413
Wheat,Rabi,Uttar Pradesh,Clay,499.03,139.5,36.1,45.5,7.13,21.3,42.5,942.9,195.9,19.22,1,3.586
Maize,Kharif,Madhya Pradesh,Loamy,471.69,120.7,27.0,41.9,6.45,23.5,79.8,891.3,183.4,14.6,1,1.88
Wheat,Rabi,Haryana,Loamy,498.93,104.4,40.5,16.6,7.57,25.7,69.9,645.5,114.7,5.12,0,4.925
Groundnut,Zaid,Gujarat,Sandy Loam,483.87,9.8,47.3,46.4,6.74,29.1,49.8,602.6,137.0,23.94,1,1.78
Rice,Rabi,Bihar,Clay,497.08,79.6,69.6,30.2,5.64,24.9,76.3,1056.1,125.3,1.31,1,0.641
Sugarcane,Whole Year,West Bengal,Loamy,303.0,155.6,82.7,103.5,7.19,25.9,58.9,2086.6,299.2,23.84,1,38.089
Potato,Whole Year,West Bengal,Sandy Loam,486.38,113.4,58.8,175.8,5.24,26.8,84.2,1463.8,313.8,12.11,1,8.538
Rice,Kharif,Odisha,Clay,497.04,115.2,21.4,66.3,7.25,26.6,75.5,1597.9,119.0,4.93,0,0.857
Mustard,Rabi,Madhya Pradesh,Loamy,126.0,59.5,32.2,19.9,5.88,25.1,54.5,949.9,232.6,22.12,1,1.238
Rice,Kharif,West Bengal,Clay,442.57,52.4,55.2,27.9,5.1,30.0,92.2,1622.9,137.8,14.72,1,1.781
Wheat,Rabi,Chhattisgarh,Laterite,329.0,88.2,56.1,25.8,6.72,23.7,32.0,1238.7,265.9,3.71,0,0.79
Maize,Kharif,Odisha,Alluvial,499.66,120.4,45.6,26.5,6.05,26.0,76.7,1076.2,240.3,9.89,1,3.14
Maize,Whole Year,Madhya Pradesh,Sandy Loam,497.0,119.7,65.1,39.6,6.75,25.1,56.9,1625.1,348.9,2.37,1,0.9
Potato,Whole Year,Tamil Nadu,Sandy Loam,2.0,116.9,71.1,88.4,5.5,29.7,88.5,958.2,130.9,9.63,1,17.0
Banana,Whole Year,Assam,Clay,250.0,138.2,43.4,430.5,5.64,28.4,76.6,2335.9,344.7,9.14,1,12.1
Wheat,Rabi,Madhya Pradesh,Loamy,499.25,155.9,46.2,26.8,7.38,29.0,71.4,1129.5,62.4,9.07,1,2.719
Wheat,Rabi,Andhra Pradesh,Loamy,486.25,181.4,27.0,38.0,6.73,29.3,44.9,1249.5,204.3,17.97,1,0.823
Chickpea,Whole Year,Tamil Nadu,Loamy,2.0,46.4,53.7,31.7,6.18,32.1,47.3,1371.2,128.2,16.73,1,0.5
Rice,Rabi,Kerala,Loamy,476.0,89.7,47.5,52.8,6.25,25.8,97.3,2994.0,184.5,21.79,0,1.813
Rice,Kharif,Uttar Pradesh,Alluvial,444.5,149.0,21.2,26.6,5.12,32.5,63.8,984.9,331.3,2.88,1,2.524
Wheat,Rabi,Punjab,Alluvial,498.25,111.6,48.4,52.2,6.21,21.7,36.7,638.3,159.5,21.32,0,3.641
Wheat,Rabi,Uttar Pradesh,Alluvial,499.59,107.2,49.7,51.5,6.38,25.0,47.7,1322.2,54.6,24.06,1,3.766
Mustard,Rabi,Bihar,Alluvial,420.83,83.7,21.8,26.8,7.51,31.3,40.0,1531.0,109.8,15.21,1,1.362
Maize,Kharif,Gujarat,Sandy Loam,421.67,145.3,43.8,15.6,6.06,32.2,68.4,763.3,339.4,5.88,1,1.267
Rice,Rabi,Odisha,Clay,498.15,93.8,54.6,47.7,5.95,27.5,85.2,718.2,208.3,2.19,0,1.622
Wheat,Rabi,Haryana,Clay,498.55,113.1,52.8,20.4,5.84,21.4,74.3,426.8,261.3,8.5,1,4.14
